Date,Close
11/29/2019 13:00,33.32
12/2/2019 16:00,33.43
12/3/2019 16:00,32.84
12/4/2019 16:00,33.15
12/5/2019 16:00,33.09
12/6/2019 16:00,33.67
12/9/2019 16:00,33.51
12/10/2019 16:00,33.53
12/11/2019 16:00,33.64
12/12/2019 16:00,34.68
12/13/2019 16:00,34.44
12/16/2019 16:00,34.7
12/17/2019 16:00,35.04
12/18/2019 16:00,35.11
12/19/2019 16:00,34.95
12/20/2019 16:00,34.96
12/23/2019 16:00,35.17
12/24/2019 13:00,35.22
12/26/2019 16:00,35.52
12/27/2019 16:00,35.35
12/30/2019 16:00,35.15
